Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
24.38,56.96,39.27,Sandy,Barley,32,0,1,10-26-26,2245
30.99,56.13,38.39,Black,Maize,22,1,22,Urea,3310
38.39,72.48,62.16,Black,Tobacco,26,0,22,28-28,2251
23.6,54.54,23.53,Clayey,Paddy,17,1,41,10-26-26,5843
40.0,80.0,43.34,Black,Barley,43,4,0,28-28,2690
25.42,58.84,61.98,Red,Pulses,6,0,11,Urea,1661
33.49,54.24,25.15,Black,Pulses,34,2,0,10-26-26,1300
33.92,55.94,43.63,Black,Ground Nuts,12,1,11,Urea,2696
26.83,46.99,40.08,Loamy,Sugarcane,24,2,16,Urea,8826
25.6,58.84,34.42,Loamy,Cotton,10,7,27,17-17-17,1535
29.04,67.21,35.35,Loamy,Millets,39,0,1,20-20,2767
36.08,64.21,51.97,Red,Ground Nuts,10,19,25,14-35-14,1517
32.37,67.42,54.33,Clayey,Wheat,8,0,37,DAP,2879
34.53,50.02,31.27,Red,Oil seeds,8,3,35,17-17-17,1956
30.79,61.55,57.57,Loamy,Sugarcane,7,0,7,10-26-26,9617
24.35,44.79,34.94,Red,Oil seeds,34,0,2,14-35-14,2832
25.32,47.36,28.39,Loamy,Tobacco,34,3,3,Urea,2201
25.51,59.65,53.61,Red,Sugarcane,15,13,15,14-35-14,6002
27.11,57.8,49.87,Clayey,Pulses,19,2,16,10-26-26,1474
31.69,56.25,40.99,Black,Barley,3,0,10,14-35-14,2987
33.3,63.72,45.46,Clayey,Millets,13,15,11,DAP,1885
27.44,56.5,34.3,Black,Millets,17,0,9,10-26-26,1878
33.42,59.5,24.78,Clayey,Cotton,9,0,41,14-35-14,1225
39.42,64.09,20.97,Red,Sugarcane,11,6,27,DAP,7577
31.52,61.75,49.9,Black,Maize,14,12,7,28-28,3522
29.16,49.45,20.83,Black,Sugarcane,11,11,12,28-28,9964
34.99,54.73,45.64,Sandy,Oil seeds,45,3,1,Urea,2326
30.56,66.52,39.1,Red,Cotton,24,0,26,14-35-14,1497
24.33,46.07,28.21,Clayey,Wheat,15,4,11,20-20,3326
27.21,46.35,35.11,Loamy,Millets,10,0,10,17-17-17,1875
30.96,56.48,38.62,Red,Paddy,32,0,2,28-28,5475
25.46,55.52,34.53,Sandy,Ground Nuts,39,2,3,28-28,2599
31.13,57.22,49.42,Loamy,Barley,14,0,4,20-20,2926
25.05,44.34,25.92,Sandy,Maize,9,11,16,10-26-26,4251
33.05,50.5,39.37,Loamy,Oil seeds,6,2,14,Urea,2629
38.39,61.8,54.73,Sandy,Paddy,7,23,21,28-28,4366
29.46,60.17,40.6,Red,Millets,16,2,9,20-20,2280
23.78,50.2,41.1,Clayey,Wheat,21,0,20,DAP,3438
34.85,58.96,40.06,Sandy,Oil seeds,22,0,28,17-17-17,2682
34.81,60.62,53.89,Clayey,Barley,15,0,5,14-35-14,2734
29.41,46.25,48.06,Loamy,Cotton,7,21,16,20-20,1211
34.5,66.51,62.55,Sandy,Cotton,13,3,38,20-20,1795
30.78,58.39,37.15,Black,Ground Nuts,26,1,20,10-26-26,2459
35.65,68.27,36.65,Black,Cotton,15,0,43,14-35-14,1149
29.0,66.29,61.94,Loamy,Maize,10,0,37,Urea,4065
23.69,44.73,48.52,Red,Pulses,18,1,17,DAP,2029
29.39,57.26,57.53,Clayey,Sugarcane,12,4,33,28-28,7767
27.0,52.82,49.08,Loamy,Paddy,16,1,7,28-28,5381
26.6,45.91,28.97,Red,Pulses,37,2,2,14-35-14,1718
31.57,53.08,43.02,Sandy,Sugarcane,24,0,25,20-20,6225
30.48,67.9,25.48,Clayey,Sugarcane,11,2,34,28-28,9108
27.39,50.86,56.33,Clayey,Ground Nuts,11,4,7,28-28,2083
31.26,68.13,23.88,Red,Cotton,10,7,33,17-17-17,1599
30.52,70.57,59.93,Clayey,Sugarcane,38,3,2,14-35-14,8568
30.17,67.92,56.37,Clayey,Paddy,37,0,0,28-28,4319
30.79,52.36,42.22,Clayey,Sugarcane,3,13,18,14-35-14,7753
33.68,51.62,48.57,Red,Oil seeds,8,3,37,17-17-17,2753
30.1,62.4,52.64,Loamy,Maize,5,10,26,28-28,3317
38.72,58.9,38.91,Black,Barley,8,11,31,14-35-14,2633
37.78,62.74,38.56,Clayey,Tobacco,13,0,39,17-17-17,1652
35.93,77.82,40.02,Black,Sugarcane,42,0,1,DAP,7798
36.65,73.12,32.65,Sandy,Millets,11,0,45,DAP,2243
31.53,62.71,63.53,Red,Ground Nuts,28,0,16,20-20,2419
25.47,51.22,21.2,Loamy,Barley,14,0,41,DAP,2649
21.26,57.97,22.22,Clayey,Maize,25,2,15,20-20,3740
30.89,61.12,43.19,Sandy,Pulses,36,4,0,17-17-17,2260
28.96,46.48,40.37,Clayey,Cotton,38,2,0,28-28,1914
31.51,55.1,30.6,Red,Tobacco,20,0,23,Urea,1824
37.18,67.2,44.25,Clayey,Ground Nuts,36,0,1,14-35-14,1623
33.11,72.21,25.55,Sandy,Cotton,3,2,29,14-35-14,1728
32.28,51.98,66.27,Red,Barley,10,7,29,28-28,2423
34.19,57.37,20.0,Red,Wheat,5,13,21,Urea,3091
35.41,63.84,41.24,Clayey,Paddy,8,3,31,DAP,4710
24.11,45.89,33.2,Red,Pulses,12,0,41,10-26-26,1798
30.14,55.8,53.62,Loamy,Millets,11,0,39,17-17-17,2971
26.12,54.01,24.44,Sandy,Tobacco,9,0,10,14-35-14,2112
31.19,49.02,53.05,Red,Oil seeds,7,3,33,10-26-26,2636
32.4,60.04,70.0,Sandy,Maize,16,0,34,17-17-17,4171
31.7,56.56,58.11,Red,Barley,9,5,24,Urea,2004
34.39,56.0,39.22,Loamy,Cotton,25,1,20,17-17-17,1394
25.77,48.22,37.18,Black,Pulses,22,1,23,Urea,2132
28.91,54.0,43.35,Black,Paddy,25,0,19,20-20,5652
27.59,46.47,42.99,Loamy,Millets,39,0,4,20-20,1650
38.75,59.06,26.59,Red,Pulses,7,0,39,10-26-26,2105
22.57,45.63,25.22,Sandy,Pulses,36,4,0,20-20,1890
31.88,55.48,48.99,Sandy,Sugarcane,36,0,3,14-35-14,9500
22.37,54.2,28.21,Red,Pulses,16,4,40,10-26-26,1251
35.64,58.25,43.11,Sandy,Barley,10,12,13,17-17-17,2732
37.92,63.52,57.65,Sandy,Barley,11,0,17,20-20,2583
34.96,62.17,32.1,Clayey,Barley,28,4,25,28-28,2776
35.87,67.72,56.45,Sandy,Pulses,6,4,29,20-20,1286
30.72,58.49,48.86,Red,Millets,14,2,29,28-28,1602
27.1,54.31,64.72,Sandy,Ground Nuts,7,1,14,14-35-14,1757
31.63,59.3,36.89,Black,Pulses,13,0,34,Urea,2201
31.94,49.09,33.57,Clayey,Sugarcane,9,10,32,Urea,6479
36.29,66.45,28.19,Clayey,Tobacco,22,0,24,DAP,1970
25.13,65.26,63.03,Black,Millets,5,6,31,DAP,1697
33.23,54.63,32.08,Red,Maize,9,0,11,DAP,4584
30.1,76.55,35.94,Black,Maize,12,4,38,28-28,3219
33.57,71.2,44.05,Black,Barley,13,3,13,17-17-17,2571
25.63,62.5,43.69,Loamy,Sugarcane,21,0,25,DAP,8750
37.36,57.89,32.72,Black,Millets,9,6,26,28-28,2183
36.23,62.8,42.68,Clayey,Maize,14,0,31,Urea,4218
33.26,56.71,62.07,Black,Paddy,13,0,42,17-17-17,5022
26.65,60.53,40.45,Loamy,Barley,11,0,16,10-26-26,2053
27.97,63.97,29.3,Black,Oil seeds,10,2,37,17-17-17,2159
36.16,66.29,49.05,Loamy,Barley,1,19,19,10-26-26,2894
32.12,77.29,69.64,Black,Tobacco,15,0,44,Urea,2494
28.77,55.31,61.58,Black,Tobacco,7,0,11,17-17-17,2437
36.4,55.65,42.68,Clayey,Wheat,26,0,14,14-35-14,2696
31.39,55.54,33.3,Sandy,Wheat,13,0,10,28-28,2586
29.26,52.37,64.7,Clayey,Wheat,35,3,4,10-26-26,3103
31.07,66.31,35.37,Red,Tobacco,36,2,0,Urea,1895
31.2,67.76,37.33,Loamy,Barley,10,4,32,20-20,2448
20.79,49.45,31.93,Sandy,Oil seeds,1,20,19,14-35-14,2424
35.08,64.76,34.93,Clayey,Paddy,10,0,36,Urea,4250
31.09,53.5,30.38,Red,Oil seeds,10,3,37,28-28,2895
36.48,63.8,37.03,Red,Paddy,22,0,28,17-17-17,5500
27.47,63.37,35.75,Loamy,Paddy,11,7,31,Urea,5676
29.7,47.21,42.8,Loamy,Millets,16,0,14,Urea,1519
34.31,64.07,56.1,Black,Ground Nuts,41,0,0,28-28,1750
35.48,77.07,59.6,Red,Millets,14,15,18,DAP,2466
35.01,60.31,41.09,Loamy,Cotton,5,19,19,20-20,1620
26.86,64.6,67.51,Clayey,Pulses,11,13,19,14-35-14,1221
37.76,69.09,42.99,Clayey,Tobacco,41,0,0,DAP,2203
30.43,52.13,20.0,Loamy,Paddy,6,6,28,Urea,5483
36.99,61.66,67.74,Sandy,Sugarcane,2,7,27,Urea,6090
32.06,71.03,52.21,Clayey,Wheat,21,3,25,20-20,2572
25.99,48.98,52.04,Clayey,Ground Nuts,13,11,27,20-20,2123
36.61,59.51,61.5,Black,Maize,18,4,40,20-20,3112
32.43,61.18,35.98,Black,Oil seeds,15,3,44,14-35-14,1554
32.76,64.72,70.0,Red,Cotton,6,14,12,14-35-14,1095
27.35,57.23,20.0,Red,Paddy,15,2,38,Urea,4531
27.35,70.98,53.73,Sandy,Pulses,9,8,12,Urea,1561
32.86,69.27,40.03,Clayey,Cotton,15,1,13,14-35-14,1912
39.57,71.95,48.79,Black,Sugarcane,42,0,1,10-26-26,7629
31.94,67.97,36.56,Sandy,Cotton,8,11,27,17-17-17,1078
36.37,55.52,51.42,Red,Ground Nuts,1,17,16,Urea,1953
29.41,64.67,26.84,Loamy,Ground Nuts,41,0,0,DAP,1780
23.65,51.65,42.94,Loamy,Tobacco,40,2,0,Urea,1520
27.69,66.82,69.38,Sandy,Millets,5,9,31,DAP,2058
27.83,53.18,51.26,Clayey,Maize,12,12,33,17-17-17,4230
34.25,59.46,35.3,Clayey,Cotton,5,2,11,DAP,1884
29.01,58.63,70.0,Red,Tobacco,4,0,6,20-20,1961
28.44,61.71,20.0,Black,Oil seeds,15,1,35,DAP,2529
35.82,70.09,65.76,Red,Cotton,26,0,19,DAP,1825
23.74,59.52,37.9,Clayey,Millets,35,0,0,28-28,2301
26.4,61.18,44.59,Sandy,Cotton,37,0,3,14-35-14,1043
30.59,51.1,29.61,Clayey,Tobacco,34,1,4,Urea,1850
24.26,47.47,41.47,Red,Barley,33,0,0,14-35-14,2986
37.07,65.57,29.2,Red,Millets,15,0,35,17-17-17,2739
31.17,47.4,35.26,Loamy,Barley,43,2,0,17-17-17,2635
26.04,57.17,58.73,Black,Maize,11,4,5,14-35-14,4273
32.02,49.9,34.01,Clayey,Barley,5,3,30,17-17-17,2627
37.64,71.0,34.45,Loamy,Paddy,8,3,9,17-17-17,4290
40.0,51.91,51.48,Clayey,Pulses,10,4,37,20-20,2428
40.0,64.82,34.91,Loamy,Millets,9,9,29,10-26-26,1634
34.52,54.84,20.39,Red,Millets,7,0,37,14-35-14,2716
24.19,52.78,62.25,Sandy,Paddy,5,0,13,10-26-26,4747
28.3,44.16,37.12,Sandy,Millets,45,0,0,17-17-17,1858
28.56,50.73,40.11,Black,Ground Nuts,40,0,0,DAP,2678
25.84,48.25,28.97,Black,Maize,33,0,0,17-17-17,3100
32.82,72.68,67.27,Red,Cotton,16,2,35,14-35-14,1314
29.11,41.5,57.5,Black,Tobacco,15,9,11,Urea,2241
40.0,79.27,54.52,Clayey,Oil seeds,11,5,31,DAP,1635
32.51,74.08,30.77,Black,Wheat,20,4,17,14-35-14,2799
34.34,64.59,64.54,Sandy,Maize,7,11,18,Urea,3872
31.72,46.57,33.12,Black,Maize,8,4,25,28-28,3190
26.61,46.44,31.61,Clayey,Tobacco,41,0,0,17-17-17,2186
34.99,61.26,46.53,Red,Oil seeds,37,0,0,Urea,2058
28.46,47.43,43.66,Loamy,Maize,34,0,0,10-26-26,3402
29.07,61.08,27.49,Clayey,Pulses,9,0,9,10-26-26,1755
31.91,56.92,56.68,Clayey,Wheat,8,4,10,14-35-14,2601
27.05,67.65,49.4,Clayey,Pulses,9,1,33,Urea,1601
27.35,60.19,38.46,Red,Paddy,40,1,3,DAP,5246
30.24,57.27,33.81,Sandy,Cotton,35,3,0,Urea,1348
27.47,50.13,43.95,Loamy,Maize,11,1,10,20-20,3918
29.17,56.11,33.33,Clayey,Sugarcane,17,0,24,14-35-14,8603
28.47,43.34,70.0,Black,Ground Nuts,9,2,6,DAP,2752
26.53,54.66,31.33,Sandy,Wheat,15,20,12,Urea,2919
25.42,59.82,44.93,Black,Barley,13,4,36,10-26-26,2866
33.41,51.2,45.61,Red,Maize,20,0,18,17-17-17,3786
30.22,54.1,24.22,Loamy,Cotton,4,4,29,14-35-14,1678
24.58,46.1,28.15,Red,Paddy,41,3,2,20-20,5552
24.28,65.84,55.13,Clayey,Ground Nuts,12,3,9,10-26-26,2748
37.55,64.6,43.06,Loamy,Millets,36,1,0,20-20,2372
24.94,59.33,39.15,Loamy,Barley,18,4,41,20-20,2435
31.22,71.21,39.47,Clayey,Pulses,25,0,15,28-28,1857
29.92,70.82,61.95,Red,Pulses,11,0,17,Urea,2390
29.22,57.62,50.47,Loamy,Oil seeds,14,2,40,28-28,1643
29.23,69.81,40.31,Red,Oil seeds,43,2,0,10-26-26,2877
23.9,45.41,23.75,Red,Oil seeds,8,1,11,20-20,2765
21.36,44.67,49.8,Clayey,Oil seeds,11,0,11,10-26-26,2852
25.73,50.6,20.0,Red,Pulses,11,9,32,14-35-14,1244
24.48,49.05,33.85,Loamy,Tobacco,5,12,29,14-35-14,2422
36.65,55.69,61.93,Black,Ground Nuts,13,17,9,14-35-14,2147
35.8,52.09,38.81,Sandy,Tobacco,25,0,28,14-35-14,2001
30.7,65.78,39.17,Red,Barley,23,4,17,Urea,2883
26.47,52.63,37.92,Clayey,Pulses,9,12,33,28-28,1112
28.61,63.87,29.29,Red,Cotton,17,3,9,DAP,1593
33.19,51.22,31.92,Loamy,Tobacco,19,2,40,DAP,1843
34.34,59.1,53.66,Black,Pulses,8,14,14,DAP,1546
31.92,64.08,56.9,Loamy,Barley,13,11,10,20-20,2079
24.19,48.21,44.34,Black,Paddy,13,5,24,14-35-14,4266
32.55,64.38,28.02,Black,Oil seeds,9,12,28,28-28,1703
30.08,65.89,54.29,Loamy,Sugarcane,17,0,38,28-28,7450
31.67,50.73,39.1,Sandy,Wheat,19,2,14,DAP,3419
30.61,57.26,56.71,Clayey,Oil seeds,14,2,34,14-35-14,2486
29.32,47.61,44.18,Loamy,Wheat,40,0,2,28-28,3290
40.0,77.37,53.95,Loamy,Sugarcane,34,0,2,20-20,8239
33.43,54.28,50.93,Red,Ground Nuts,8,0,32,10-26-26,2014
33.69,65.59,44.33,Clayey,Sugarcane,9,4,31,14-35-14,8857
22.93,58.97,53.96,Black,Sugarcane,6,0,10,Urea,8728
22.07,43.99,24.58,Clayey,Sugarcane,44,4,0,Urea,7634
30.94,49.05,21.4,Black,Paddy,9,17,17,Urea,4961
22.15,48.66,61.0,Loamy,Oil seeds,10,0,8,20-20,1563
35.01,61.43,53.19,Black,Wheat,14,3,33,14-35-14,2688
27.47,49.35,52.45,Red,Wheat,8,12,33,14-35-14,3357
30.34,71.91,39.7,Clayey,Oil seeds,35,3,0,20-20,2095
26.1,47.87,27.14,Sandy,Wheat,10,0,42,Urea,3381
37.5,61.09,54.31,Black,Wheat,6,23,18,17-17-17,3043
31.12,67.16,45.77,Red,Barley,19,1,18,10-26-26,2049
38.12,68.6,34.16,Sandy,Oil seeds,13,1,31,14-35-14,1620
33.08,69.06,68.37,Red,Oil seeds,4,11,25,DAP,1961
37.86,56.43,47.62,Clayey,Tobacco,35,0,3,DAP,2465
32.29,49.94,49.05,Clayey,Cotton,4,10,37,Urea,1003
29.64,66.03,65.05,Black,Tobacco,17,4,40,14-35-14,1502
31.15,52.04,47.36,Loamy,Paddy,11,1,31,10-26-26,5129
32.31,64.95,55.13,Sandy,Cotton,16,0,10,20-20,1935
31.39,65.28,55.06,Clayey,Sugarcane,20,0,20,17-17-17,9524
31.23,47.26,33.63,Sandy,Wheat,16,1,43,14-35-14,3384
33.15,56.83,29.47,Black,Millets,37,0,0,DAP,1842
28.74,45.6,40.97,Black,Maize,22,3,19,14-35-14,4556
36.5,63.95,29.3,Clayey,Sugarcane,10,9,31,20-20,8116
31.25,65.16,61.75,Red,Barley,13,1,40,28-28,2421
31.34,65.3,45.94,Clayey,Cotton,15,9,12,14-35-14,1849
39.17,60.87,33.65,Sandy,Sugarcane,17,0,14,28-28,9218
22.03,55.73,44.87,Sandy,Wheat,20,0,17,DAP,2763
29.57,61.19,62.88,Black,Paddy,11,0,11,14-35-14,5262
37.28,59.54,42.77,Loamy,Oil seeds,41,3,1,14-35-14,2524
30.44,73.8,29.62,Loamy,Maize,35,0,0,20-20,4864
28.69,53.0,41.72,Red,Pulses,16,0,9,14-35-14,2452
27.38,58.03,33.27,Red,Barley,7,10,17,Urea,2119
32.77,69.64,45.76,Sandy,Wheat,8,9,13,17-17-17,3074
36.41,64.96,59.81,Black,Sugarcane,7,10,28,17-17-17,9332
33.79,66.5,37.64,Sandy,Wheat,19,1,28,14-35-14,3196
30.15,60.11,44.88,Red,Maize,17,0,31,Urea,3689
35.75,72.31,48.51,Loamy,Sugarcane,18,4,21,28-28,9438
32.08,58.58,35.11,Loamy,Millets,41,0,3,20-20,2160
26.02,63.08,29.67,Loamy,Oil seeds,15,12,16,10-26-26,2566
29.95,45.82,45.65,Red,Ground Nuts,37,2,0,Urea,2113
29.26,50.69,34.13,Loamy,Ground Nuts,21,0,19,14-35-14,1854
28.69,51.59,39.81,Clayey,Barley,5,16,17,17-17-17,2505
24.47,41.96,66.66,Sandy,Ground Nuts,13,3,6,DAP,2391
37.73,63.94,57.35,Loamy,Oil seeds,13,15,9,Urea,2087
32.67,56.69,27.33,Red,Cotton,43,0,0,20-20,1233
27.86,60.04,35.19,Loamy,Ground Nuts,13,13,20,14-35-14,1701
29.87,53.12,36.23,Black,Barley,39,0,2,20-20,2710
33.95,67.07,62.06,Red,Tobacco,27,0,17,28-28,1539
22.85,48.3,34.63,Sandy,Tobacco,21,0,19,17-17-17,1756
28.65,55.95,65.2,Loamy,Wheat,5,0,8,17-17-17,2859
29.16,60.54,23.72,Black,Maize,17,18,18,28-28,3330
40.0,67.52,54.89,Clayey,Sugarcane,7,8,30,14-35-14,7144
25.43,65.1,28.58,Loamy,Wheat,3,12,29,28-28,3349
31.04,55.09,20.0,Black,Cotton,13,0,36,20-20,1169
39.18,63.25,53.62,Red,Wheat,9,11,26,28-28,2511
27.84,60.23,45.59,Red,Paddy,24,0,19,14-35-14,4818
27.65,53.31,61.72,Clayey,Millets,5,6,31,Urea,2893
40.0,66.91,30.02,Loamy,Millets,14,4,39,14-35-14,1559
26.64,56.92,41.8,Black,Oil seeds,7,0,46,Urea,1808
33.92,70.15,30.72,Sandy,Oil seeds,42,0,2,Urea,2232
30.11,59.1,51.32,Black,Maize,39,0,0,14-35-14,4281
27.9,64.75,32.03,Black,Pulses,10,13,19,17-17-17,1052
25.22,53.73,30.89,Sandy,Sugarcane,12,0,15,28-28,6029
29.14,53.05,39.37,Black,Millets,3,14,15,10-26-26,2881
32.25,57.98,33.41,Clayey,Barley,38,3,0,17-17-17,2229
25.26,57.8,26.57,Red,Sugarcane,15,0,37,Urea,9531
30.43,47.52,45.72,Loamy,Oil seeds,21,0,23,10-26-26,1912
27.7,45.51,25.68,Black,Oil seeds,41,4,0,17-17-17,2444
22.92,45.66,20.23,Clayey,Maize,15,3,8,14-35-14,3992
35.68,58.08,28.71,Red,Paddy,16,0,34,17-17-17,4758
22.5,42.27,32.46,Clayey,Maize,18,4,17,Urea,4819
28.63,54.93,54.17,Black,Oil seeds,13,0,18,10-26-26,2984
33.93,53.66,42.21,Loamy,Tobacco,10,0,33,Urea,2192
31.52,60.7,46.13,Loamy,Millets,10,3,31,Urea,2449
27.84,69.92,32.53,Loamy,Paddy,43,0,0,DAP,4874
30.09,63.88,29.57,Red,Barley,13,0,40,17-17-17,2530
30.66,73.88,52.09,Loamy,Barley,41,0,4,28-28,2393
30.75,60.98,45.39,Clayey,Pulses,42,0,0,14-35-14,2224
24.83,53.1,42.24,Red,Maize,12,3,25,17-17-17,4903
29.26,43.57,38.57,Sandy,Wheat,3,19,14,DAP,2703
33.46,60.05,38.08,Red,Maize,10,3,13,14-35-14,4536
37.04,64.29,36.18,Red,Barley,16,0,41,28-28,2767
38.74,57.13,29.33,Clayey,Maize,10,7,26,10-26-26,3073
30.89,51.81,22.19,Sandy,Millets,12,0,44,14-35-14,2343
32.42,64.25,35.46,Loamy,Wheat,14,0,41,28-28,2827
24.94,59.04,40.73,Loamy,Paddy,19,4,20,17-17-17,5750
24.57,56.6,34.73,Clayey,Pulses,13,4,37,Urea,2219
34.8,58.49,45.25,Clayey,Oil seeds,2,10,32,Urea,2332
25.54,65.98,69.67,Black,Sugarcane,7,0,37,10-26-26,7791
33.34,55.85,23.34,Red,Sugarcane,11,0,42,10-26-26,8762
29.55,56.78,47.37,Clayey,Wheat,40,0,4,17-17-17,2754
27.34,51.79,44.97,Black,Tobacco,21,3,16,14-35-14,2120
27.57,60.98,50.89,Red,Tobacco,17,0,34,Urea,2230
35.14,67.73,25.02,Red,Pulses,16,2,16,17-17-17,2286
33.45,62.3,57.89,Loamy,Oil seeds,26,0,20,DAP,1949
34.73,60.41,49.08,Clayey,Millets,38,0,1,10-26-26,2023
34.28,68.72,56.54,Black,Tobacco,4,0,15,DAP,1701
30.2,54.14,39.71,Black,Maize,10,3,28,DAP,3657
38.61,75.37,60.29,Clayey,Millets,39,0,0,20-20,2295
32.47,65.43,40.33,Red,Sugarcane,2,9,32,20-20,8264
31.28,72.17,31.32,Loamy,Pulses,42,0,0,Urea,1497
36.14,63.2,37.97,Sandy,Sugarcane,3,20,21,Urea,7100
27.09,52.83,49.64,Clayey,Barley,21,0,23,14-35-14,2717
28.62,51.24,41.5,Loamy,Paddy,26,0,15,28-28,4079
29.46,59.83,48.05,Clayey,Millets,18,0,28,10-26-26,2674
35.21,61.64,45.77,Sandy,Maize,37,0,2,28-28,3300
35.02,64.12,70.0,Sandy,Millets,26,3,21,28-28,2758
33.34,59.29,44.65,Loamy,Oil seeds,13,6,24,DAP,2045
33.5,58.47,55.58,Red,Oil seeds,13,15,15,Urea,2050
25.03,57.3,62.78,Red,Paddy,9,2,38,28-28,5780
32.43,70.44,32.33,Sandy,Tobacco,24,3,23,28-28,2010
29.68,59.53,42.04,Loamy,Maize,20,0,14,20-20,4369
30.83,69.5,31.71,Clayey,Oil seeds,36,4,0,DAP,1720
29.84,46.49,36.19,Sandy,Barley,36,3,0,28-28,2347
31.89,47.95,33.53,Sandy,Paddy,38,4,0,17-17-17,4013
30.41,53.73,52.34,Clayey,Millets,25,4,22,14-35-14,2045
29.82,58.39,34.31,Loamy,Oil seeds,31,0,1,DAP,2256
29.69,68.57,47.16,Loamy,Wheat,13,0,11,28-28,3266
31.03,67.49,41.49,Loamy,Oil seeds,11,0,34,20-20,2945
30.98,62.94,45.32,Loamy,Pulses,17,0,25,Urea,2107
23.66,48.21,29.87,Black,Tobacco,40,3,0,28-28,1941
25.86,56.56,25.32,Red,Oil seeds,22,1,17,DAP,2834
24.37,52.52,35.28,Sandy,Maize,12,8,34,10-26-26,4764
35.64,78.63,32.96,Loamy,Ground Nuts,16,0,41,DAP,2092
34.27,53.73,40.07,Red,Millets,21,0,18,17-17-17,2105
28.27,53.31,44.56,Clayey,Maize,10,0,11,20-20,4042
36.59,60.09,43.56,Loamy,Sugarcane,15,0,37,DAP,8152
21.74,43.12,38.4,Clayey,Oil seeds,9,4,36,14-35-14,2033
26.44,66.54,46.85,Black,Tobacco,6,14,9,17-17-17,2415
28.84,67.18,30.09,Sandy,Maize,8,0,18,20-20,3480
36.0,66.76,66.18,Red,Tobacco,12,0,40,DAP,2007
35.56,58.03,40.89,Black,Paddy,37,0,1,14-35-14,5457
35.35,55.95,45.52,Sandy,Paddy,15,0,14,10-26-26,4609
26.74,52.72,36.02,Red,Wheat,20,0,19,Urea,3180
37.23,75.19,30.93,Sandy,Ground Nuts,9,0,37,10-26-26,2665
28.35,64.21,60.8,Sandy,Tobacco,5,6,30,20-20,2059
21.54,44.06,29.56,Loamy,Maize,17,0,21,DAP,4821
33.42,58.66,41.67,Clayey,Tobacco,10,0,13,28-28,2355
32.22,54.87,69.52,Loamy,Cotton,13,1,34,DAP,1175
32.39,62.04,43.21,Black,Paddy,36,0,3,14-35-14,4699
27.02,45.11,48.36,Black,Tobacco,33,0,0,Urea,1661
24.06,61.27,35.5,Clayey,Barley,7,0,3,28-28,2638
21.63,46.14,40.71,Clayey,Cotton,13,14,8,DAP,1493
23.77,56.55,20.0,Clayey,Barley,8,5,28,10-26-26,2142
21.54,46.95,31.7,Clayey,Paddy,36,2,0,20-20,4644
23.2,50.07,39.24,Red,Maize,41,4,0,Urea,3764
36.02,60.38,61.57,Loamy,Pulses,9,13,26,28-28,2340
34.17,61.19,52.4,Sandy,Oil seeds,19,0,23,28-28,2293
22.6,55.01,40.3,Clayey,Cotton,39,0,0,DAP,1404
27.44,57.01,28.59,Black,Wheat,26,2,16,14-35-14,3118
25.8,48.06,42.13,Loamy,Cotton,4,11,20,14-35-14,1418
39.49,59.18,34.57,Loamy,Cotton,11,3,39,10-26-26,1146
26.64,53.53,43.92,Clayey,Oil seeds,13,11,18,14-35-14,1725
32.09,75.71,34.53,Sandy,Barley,13,0,17,14-35-14,2787
25.79,48.09,58.09,Sandy,Pulses,39,1,0,17-17-17,2076
24.8,52.55,31.96,Clayey,Barley,24,4,15,DAP,2457
33.69,70.29,30.14,Clayey,Pulses,14,4,36,10-26-26,1195
29.34,50.88,56.44,Loamy,Cotton,11,0,38,17-17-17,1857
37.46,66.33,49.74,Sandy,Pulses,11,3,40,28-28,2296
33.0,70.78,53.38,Black,Maize,30,0,2,Urea,4639
25.32,60.92,27.45,Loamy,Cotton,8,3,35,28-28,1348
30.49,62.68,54.33,Red,Sugarcane,11,0,39,28-28,7509
30.32,74.54,28.58,Loamy,Pulses,6,0,34,14-35-14,1055
32.0,69.46,51.38,Black,Cotton,12,0,6,DAP,1198
30.09,50.47,63.24,Sandy,Barley,12,0,36,14-35-14,2967
32.55,61.3,70.0,Clayey,Tobacco,7,14,14,28-28,2488
29.27,44.77,37.58,Sandy,Maize,25,0,22,DAP,3719
28.93,67.15,49.11,Loamy,Pulses,16,0,36,28-28,1233
27.16,59.89,53.85,Black,Millets,13,0,33,DAP,1508
33.73,70.72,33.03,Red,Maize,34,4,4,20-20,4991
39.43,54.27,49.34,Sandy,Maize,15,0,41,17-17-17,4659
26.07,69.48,54.33,Clayey,Oil seeds,6,8,14,20-20,2676
32.35,60.72,43.59,Red,Millets,17,0,25,20-20,1861
34.2,76.61,35.31,Sandy,Sugarcane,10,5,32,20-20,6899
34.55,55.64,37.76,Sandy,Barley,37,2,0,10-26-26,2418
20.22,58.88,39.39,Sandy,Sugarcane,25,0,22,28-28,9271
33.17,52.85,22.87,Sandy,Cotton,40,3,1,10-26-26,1334
37.79,67.0,32.71,Sandy,Paddy,38,0,0,DAP,5361
27.98,60.54,46.23,Sandy,Maize,13,3,34,Urea,4534
27.24,51.2,39.43,Sandy,Millets,10,14,21,28-28,2192
34.9,57.7,66.08,Red,Wheat,34,0,0,17-17-17,3264
31.77,61.86,29.83,Loamy,Millets,7,0,10,14-35-14,2572
